"day","exp","Site","Group","Treatment","Mouse","Statistic","Cell_pop"
4,16,"Blood","4C","control","4C-1",79,"CD4"
4,16,"Blood","4C","control","4C-2",75.3,"CD4"
4,16,"Blood","4C","control","4C-3",77.2,"CD4"
4,16,"Blood","4C","control","4C-4",80.9,"CD4"
4,16,"Blood","4C","control","4C-5",79,"CD4"
4,16,"Blood","4D","infected","4D-1",75.9,"CD4"
4,16,"Blood","4D","infected","4D-2",78.8,"CD4"
4,16,"Blood","4D","infected","4D-3",77.1,"CD4"
4,16,"Blood","4D","infected","4D-4",73.4,"CD4"
8,16,"Blood","3C","control","3C-1",66.3,"CD4"
8,16,"Blood","3C","control","3C-2",65.2,"CD4"
8,16,"Blood","3C","control","3C-3",66.9,"CD4"
8,16,"Blood","3C","control","3C-4",70.3,"CD4"
8,16,"Blood","3C","control","3C-5",70.5,"CD4"
8,16,"Blood","3D","infected","3D-1",74.9,"CD4"
8,16,"Blood","3D","infected","3D-2",67.5,"CD4"
8,16,"Blood","3D","infected","3D-3",72.1,"CD4"
8,16,"Blood","3D","infected","3D-4",70.9,"CD4"
8,16,"Blood","3D","infected","3D-5",65.8,"CD4"
8,16,"Blood","4C","control","4C-1",67,"CD4"
8,16,"Blood","4C","control","4C-2",65.3,"CD4"
8,16,"Blood","4C","control","4C-3",75.4,"CD4"
8,16,"Blood","4C","control","4C-4",73.8,"CD4"
8,16,"Blood","4C","control","4C-5",67.1,"CD4"
8,16,"Blood","4D","infected","4D-1",62.7,"CD4"
8,16,"Blood","4D","infected","4D-2",66.8,"CD4"
8,16,"Blood","4D","infected","4D-3",70.1,"CD4"
8,16,"Blood","4D","infected","4D-4",68.6,"CD4"
8,16,"Blood","4D","infected","4D-5",68.6,"CD4"
12,16,"Blood","3C","control","3C-1",76.4,"CD4"
12,16,"Blood","3C","control","3C-2",71.2,"CD4"
12,16,"Blood","3C","control","3C-3",70.3,"CD4"
12,16,"Blood","3C","control","3C-4",76.7,"CD4"
12,16,"Blood","3C","control","3C-5",71.7,"CD4"
12,16,"Blood","3D","infected","3D-1",74.1,"CD4"
12,16,"Blood","3D","infected","3D-2",73.6,"CD4"
12,16,"Blood","3D","infected","3D-3",73.7,"CD4"
12,16,"Blood","3D","infected","3D-4",70.1,"CD4"
12,16,"Blood","3D","infected","3D-5",73.1,"CD4"
12,16,"Blood","4C","control","4C-1",75.6,"CD4"
12,16,"Blood","4C","control","4C-2",68,"CD4"
12,16,"Blood","4C","control","4C-3",78.8,"CD4"
12,16,"Blood","4C","control","4C-4",72.3,"CD4"
12,16,"Blood","4C","control","4C-5",70.6,"CD4"
12,16,"Blood","4D","infected","4D-1",67.1,"CD4"
12,16,"Blood","4D","infected","4D-2",67.6,"CD4"
12,16,"Blood","4D","infected","4D-3",76.5,"CD4"
12,16,"Blood","4D","infected","4D-4",69.4,"CD4"
12,16,"Blood","4D","infected","4D-5",75.2,"CD4"
16,16,"Blood","3C","control","3C-1",75.6,"CD4"
16,16,"Blood","3C","control","3C-2",77.1,"CD4"
16,16,"Blood","3C","control","3C-3",69.9,"CD4"
16,16,"Blood","3C","control","3C-4",76,"CD4"
16,16,"Blood","3C","control","3C-5",71.8,"CD4"
16,16,"Blood","3D","infected","3D-1",70.8,"CD4"
16,16,"Blood","3D","infected","3D-2",72.3,"CD4"
16,16,"Blood","3D","infected","3D-3",73.8,"CD4"
16,16,"Blood","3D","infected","3D-4",70,"CD4"
16,16,"Blood","3D","infected","3D-5",72.9,"CD4"
16,16,"Blood","4C","control","4C-1",74.4,"CD4"
16,16,"Blood","4C","control","4C-2",69.8,"CD4"
16,16,"Blood","4C","control","4C-3",71.5,"CD4"
16,16,"Blood","4C","control","4C-4",76.4,"CD4"
16,16,"Blood","4C","control","4C-5",67.8,"CD4"
16,16,"Blood","4D","infected","4D-1",72,"CD4"
16,16,"Blood","4D","infected","4D-2",65.1,"CD4"
16,16,"Blood","4D","infected","4D-3",72.6,"CD4"
16,16,"Blood","4D","infected","4D-4",63.2,"CD4"
16,16,"Blood","4D","infected","4D-5",65.3,"CD4"
20,16,"Blood","3C","control","3C-1",76.8,"CD4"
20,16,"Blood","3C","control","3C-2",79.9,"CD4"
20,16,"Blood","3C","control","3C-3",70.7,"CD4"
20,16,"Blood","3C","control","3C-4",79.1,"CD4"
20,16,"Blood","3C","control","3C-5",78.5,"CD4"
20,16,"Blood","3D","infected","3D-1",75.7,"CD4"
20,16,"Blood","3D","infected","3D-2",75.1,"CD4"
20,16,"Blood","3D","infected","3D-3",76,"CD4"
20,16,"Blood","3D","infected","3D-4",73.1,"CD4"
20,16,"Blood","3D","infected","3D-5",74.4,"CD4"
20,16,"Blood","4C","control","4C-1",76.9,"CD4"
20,16,"Blood","4C","control","4C-2",77.6,"CD4"
20,16,"Blood","4C","control","4C-3",78.8,"CD4"
20,16,"Blood","4C","control","4C-4",76.3,"CD4"
20,16,"Blood","4C","control","4C-5",75.7,"CD4"
20,16,"Blood","4D","infected","4D-1",70.2,"CD4"
20,16,"Blood","4D","infected","4D-2",70.3,"CD4"
20,16,"Blood","4D","infected","4D-3",74.5,"CD4"
20,16,"Blood","4D","infected","4D-4",72.9,"CD4"
20,16,"Blood","4D","infected","4D-5",70.4,"CD4"
24,16,"Salivary Gland","3C","control","3C-1",69.5,"CD4"
24,16,"Salivary Gland","3C","control","3C-2",74.9,"CD4"
24,16,"Salivary Gland","3C","control","3C-3",75.8,"CD4"
24,16,"Salivary Gland","3C","control","3C-4",72.5,"CD4"
24,16,"Salivary Gland","3C","control","3C-5",70.2,"CD4"
24,16,"Salivary Gland","3D","infected","3D-1",68.1,"CD4"
24,16,"Salivary Gland","3D","infected","3D-2",68.3,"CD4"
24,16,"Salivary Gland","3D","infected","3D-3",65.4,"CD4"
24,16,"Salivary Gland","3D","infected","3D-4",60.3,"CD4"
24,16,"Salivary Gland","3D","infected","3D-5",68.3,"CD4"
24,16,"Spleen","3C","control","3C-1",63.5,"CD4"
24,16,"Spleen","3C","control","3C-2",63.8,"CD4"
24,16,"Spleen","3C","control","3C-3",65.1,"CD4"
24,16,"Spleen","3C","control","3C-4",65.2,"CD4"
24,16,"Spleen","3C","control","3C-5",63.4,"CD4"
24,16,"Spleen","3D","infected","3D-1",63,"CD4"
24,16,"Spleen","3D","infected","3D-2",64.5,"CD4"
24,16,"Spleen","3D","infected","3D-3",64.1,"CD4"
24,16,"Spleen","3D","infected","3D-4",64.4,"CD4"
24,16,"Spleen","3D","infected","3D-5",62.5,"CD4"
24,16,"Blood","3C","control","3C-1",73.6,"CD4"
24,16,"Blood","3C","control","3C-2",71.1,"CD4"
24,16,"Blood","3C","control","3C-3",71.2,"CD4"
24,16,"Blood","3C","control","3C-4",68.8,"CD4"
24,16,"Blood","3C","control","3C-5",73,"CD4"
24,16,"Blood","3D","infected","3D-1",67.6,"CD4"
24,16,"Blood","3D","infected","3D-2",68.8,"CD4"
24,16,"Blood","3D","infected","3D-3",70.2,"CD4"
24,16,"Blood","3D","infected","3D-4",69.5,"CD4"
24,16,"Blood","3D","infected","3D-5",71.8,"CD4"
28,16,"Blood","4C","control","4C-1",81.6,"CD4"
28,16,"Blood","4C","control","4C-2",74.6,"CD4"
28,16,"Blood","4C","control","4C-3",70,"CD4"
28,16,"Blood","4C","control","4C-4",77.9,"CD4"
28,16,"Blood","4C","control","4C-5",74.6,"CD4"
28,16,"Blood","4D","infected","4D-1",72.5,"CD4"
28,16,"Blood","4D","infected","4D-2",74.3,"CD4"
28,16,"Blood","4D","infected","4D-3",79.2,"CD4"
28,16,"Blood","4D","infected","4D-4",72.8,"CD4"
28,16,"Blood","4D","infected","4D-5",71.1,"CD4"
32,16,"Salivary Gland","4C","control","4C-1",75.1,"CD4"
32,16,"Salivary Gland","4C","control","4C-2",73.2,"CD4"
32,16,"Salivary Gland","4C","control","4C-3",71.4,"CD4"
32,16,"Salivary Gland","4C","control","4C-4",72.6,"CD4"
32,16,"Salivary Gland","4C","control","4C-5",71,"CD4"
32,16,"Salivary Gland","4D","infected","4D-1",50.2,"CD4"
32,16,"Salivary Gland","4D","infected","4D-2",51.4,"CD4"
32,16,"Salivary Gland","4D","infected","4D-3",58.9,"CD4"
32,16,"Salivary Gland","4D","infected","4D-4",62.2,"CD4"
32,16,"Salivary Gland","4D","infected","4D-5",61.1,"CD4"
32,16,"Spleen","4C","control","4C-1",69.2,"CD4"
32,16,"Spleen","4C","control","4C-2",70.8,"CD4"
32,16,"Spleen","4C","control","4C-3",68.2,"CD4"
32,16,"Spleen","4C","control","4C-4",71,"CD4"
32,16,"Spleen","4C","control","4C-5",68.7,"CD4"
32,16,"Spleen","4D","infected","4D-1",64.3,"CD4"
32,16,"Spleen","4D","infected","4D-2",67.7,"CD4"
32,16,"Spleen","4D","infected","4D-3",70.1,"CD4"
32,16,"Spleen","4D","infected","4D-4",67.9,"CD4"
32,16,"Spleen","4D","infected","4D-5",66,"CD4"
32,16,"Blood","4C","control","4C-1",76.9,"CD4"
32,16,"Blood","4C","control","4C-2",71.9,"CD4"
32,16,"Blood","4C","control","4C-3",71.2,"CD4"
32,16,"Blood","4C","control","4C-4",72.3,"CD4"
32,16,"Blood","4C","control","4C-5",69.9,"CD4"
32,16,"Blood","4D","infected","4D-1",67.2,"CD4"
32,16,"Blood","4D","infected","4D-2",67.7,"CD4"
32,16,"Blood","4D","infected","4D-3",72.1,"CD4"
32,16,"Blood","4D","infected","4D-4",67.3,"CD4"
32,16,"Blood","4D","infected","4D-5",70.8,"CD4"
4,16,"Blood","3C","control","3C-1",0.35,"CD4_KLRG1"
4,16,"Blood","3C","control","3C-2",0.28,"CD4_KLRG1"
4,16,"Blood","3C","control","3C-3",0.48,"CD4_KLRG1"
4,16,"Blood","3C","control","3C-4",0.19,"CD4_KLRG1"
4,16,"Blood","3C","control","3C-5",0.28,"CD4_KLRG1"
4,16,"Blood","3D","infected","3D-1",0.32,"CD4_KLRG1"
4,16,"Blood","3D","infected","3D-2",0.28,"CD4_KLRG1"
4,16,"Blood","3D","infected","3D-3",0.36,"CD4_KLRG1"
4,16,"Blood","3D","infected","3D-4",0.26,"CD4_KLRG1"
4,16,"Blood","3D","infected","3D-5",0.24,"CD4_KLRG1"
4,16,"Blood","4C","control","4C-1",0.23,"CD4_KLRG1"
4,16,"Blood","4C","control","4C-2",0.26,"CD4_KLRG1"
4,16,"Blood","4C","control","4C-3",0.42,"CD4_KLRG1"
4,16,"Blood","4C","control","4C-4",0.16,"CD4_KLRG1"
4,16,"Blood","4C","control","4C-5",0.24,"CD4_KLRG1"
4,16,"Blood","4D","infected","4D-1",0.25,"CD4_KLRG1"
4,16,"Blood","4D","infected","4D-2",0.2,"CD4_KLRG1"
4,16,"Blood","4D","infected","4D-3",0.33,"CD4_KLRG1"
4,16,"Blood","4D","infected","4D-4",0.22,"CD4_KLRG1"
8,16,"Blood","3C","control","3C-1",1.15,"CD4_KLRG1"
8,16,"Blood","3C","control","3C-2",0.72,"CD4_KLRG1"
8,16,"Blood","3C","control","3C-3",0.71,"CD4_KLRG1"
8,16,"Blood","3C","control","3C-4",1.29,"CD4_KLRG1"
8,16,"Blood","3C","control","3C-5",0.65,"CD4_KLRG1"
8,16,"Blood","3D","infected","3D-1",1.76,"CD4_KLRG1"
8,16,"Blood","3D","infected","3D-2",1.12,"CD4_KLRG1"
8,16,"Blood","3D","infected","3D-3",1.02,"CD4_KLRG1"
8,16,"Blood","3D","infected","3D-4",1.13,"CD4_KLRG1"
8,16,"Blood","3D","infected","3D-5",1.33,"CD4_KLRG1"
8,16,"Blood","4C","control","4C-1",1.15,"CD4_KLRG1"
8,16,"Blood","4C","control","4C-2",0.89,"CD4_KLRG1"
8,16,"Blood","4C","control","4C-3",0.54,"CD4_KLRG1"
8,16,"Blood","4C","control","4C-4",0.56,"CD4_KLRG1"
8,16,"Blood","4C","control","4C-5",0.87,"CD4_KLRG1"
8,16,"Blood","4D","infected","4D-1",1,"CD4_KLRG1"
8,16,"Blood","4D","infected","4D-2",0.91,"CD4_KLRG1"
8,16,"Blood","4D","infected","4D-3",0.95,"CD4_KLRG1"
8,16,"Blood","4D","infected","4D-4",1.32,"CD4_KLRG1"
8,16,"Blood","4D","infected","4D-5",0.95,"CD4_KLRG1"
12,16,"Blood","3C","control","3C-1",0.39,"CD4_KLRG1"
12,16,"Blood","3C","control","3C-2",0.72,"CD4_KLRG1"
12,16,"Blood","3C","control","3C-3",0.47,"CD4_KLRG1"
12,16,"Blood","3C","control","3C-4",0.46,"CD4_KLRG1"
12,16,"Blood","3C","control","3C-5",0.67,"CD4_KLRG1"
12,16,"Blood","3D","infected","3D-1",0.69,"CD4_KLRG1"
12,16,"Blood","3D","infected","3D-2",0.68,"CD4_KLRG1"
12,16,"Blood","3D","infected","3D-3",0.74,"CD4_KLRG1"
12,16,"Blood","3D","infected","3D-4",0.71,"CD4_KLRG1"
12,16,"Blood","3D","infected","3D-5",0.57,"CD4_KLRG1"
12,16,"Blood","4C","control","4C-1",0.77,"CD4_KLRG1"
12,16,"Blood","4C","control","4C-2",0.9,"CD4_KLRG1"
12,16,"Blood","4C","control","4C-3",0.48,"CD4_KLRG1"
12,16,"Blood","4C","control","4C-4",0.33,"CD4_KLRG1"
12,16,"Blood","4C","control","4C-5",0.62,"CD4_KLRG1"
12,16,"Blood","4D","infected","4D-1",1.2,"CD4_KLRG1"
12,16,"Blood","4D","infected","4D-2",0.95,"CD4_KLRG1"
12,16,"Blood","4D","infected","4D-3",1.32,"CD4_KLRG1"
12,16,"Blood","4D","infected","4D-4",1.03,"CD4_KLRG1"
12,16,"Blood","4D","infected","4D-5",0.69,"CD4_KLRG1"
16,16,"Blood","3C","control","3C-1",0.49,"CD4_KLRG1"
16,16,"Blood","3C","control","3C-2",0.49,"CD4_KLRG1"
16,16,"Blood","3C","control","3C-3",0.67,"CD4_KLRG1"
16,16,"Blood","3C","control","3C-4",0.45,"CD4_KLRG1"
16,16,"Blood","3C","control","3C-5",0.55,"CD4_KLRG1"
16,16,"Blood","3D","infected","3D-1",0.71,"CD4_KLRG1"
16,16,"Blood","3D","infected","3D-2",0.5,"CD4_KLRG1"
16,16,"Blood","3D","infected","3D-3",0.48,"CD4_KLRG1"
16,16,"Blood","3D","infected","3D-4",0.5,"CD4_KLRG1"
16,16,"Blood","3D","infected","3D-5",0.44,"CD4_KLRG1"
16,16,"Blood","4C","control","4C-1",0.63,"CD4_KLRG1"
16,16,"Blood","4C","control","4C-2",0.49,"CD4_KLRG1"
16,16,"Blood","4C","control","4C-3",0.57,"CD4_KLRG1"
16,16,"Blood","4C","control","4C-4",0.38,"CD4_KLRG1"
16,16,"Blood","4C","control","4C-5",0.86,"CD4_KLRG1"
16,16,"Blood","4D","infected","4D-1",0.53,"CD4_KLRG1"
16,16,"Blood","4D","infected","4D-2",0.83,"CD4_KLRG1"
16,16,"Blood","4D","infected","4D-3",0.63,"CD4_KLRG1"
16,16,"Blood","4D","infected","4D-4",0.99,"CD4_KLRG1"
16,16,"Blood","4D","infected","4D-5",0.72,"CD4_KLRG1"
20,16,"Blood","3C","control","3C-1",0.26,"CD4_KLRG1"
20,16,"Blood","3C","control","3C-2",0.34,"CD4_KLRG1"
20,16,"Blood","3C","control","3C-3",0.52,"CD4_KLRG1"
20,16,"Blood","3C","control","3C-4",0.32,"CD4_KLRG1"
20,16,"Blood","3C","control","3C-5",0.27,"CD4_KLRG1"
20,16,"Blood","3D","infected","3D-1",0.4,"CD4_KLRG1"
20,16,"Blood","3D","infected","3D-2",0.3,"CD4_KLRG1"
20,16,"Blood","3D","infected","3D-3",0.38,"CD4_KLRG1"
20,16,"Blood","3D","infected","3D-4",0.32,"CD4_KLRG1"
20,16,"Blood","3D","infected","3D-5",0.26,"CD4_KLRG1"
20,16,"Blood","4C","control","4C-1",0.38,"CD4_KLRG1"
20,16,"Blood","4C","control","4C-2",0.33,"CD4_KLRG1"
20,16,"Blood","4C","control","4C-3",0.36,"CD4_KLRG1"
20,16,"Blood","4C","control","4C-4",0.24,"CD4_KLRG1"
20,16,"Blood","4C","control","4C-5",0.45,"CD4_KLRG1"
20,16,"Blood","4D","infected","4D-1",0.47,"CD4_KLRG1"
20,16,"Blood","4D","infected","4D-2",0.44,"CD4_KLRG1"
20,16,"Blood","4D","infected","4D-3",0.39,"CD4_KLRG1"
20,16,"Blood","4D","infected","4D-4",0.53,"CD4_KLRG1"
20,16,"Blood","4D","infected","4D-5",0.35,"CD4_KLRG1"
24,16,"Salivary Gland","3C","control","3C-1",0.53,"CD4_KLRG1"
24,16,"Salivary Gland","3C","control","3C-2",0.6,"CD4_KLRG1"
24,16,"Salivary Gland","3C","control","3C-3",0.5,"CD4_KLRG1"
24,16,"Salivary Gland","3C","control","3C-4",0.53,"CD4_KLRG1"
24,16,"Salivary Gland","3C","control","3C-5",0.58,"CD4_KLRG1"
24,16,"Salivary Gland","3D","infected","3D-1",1.44,"CD4_KLRG1"
24,16,"Salivary Gland","3D","infected","3D-2",1.53,"CD4_KLRG1"
24,16,"Salivary Gland","3D","infected","3D-3",1.62,"CD4_KLRG1"
24,16,"Salivary Gland","3D","infected","3D-4",2.82,"CD4_KLRG1"
24,16,"Salivary Gland","3D","infected","3D-5",1.25,"CD4_KLRG1"
24,16,"Spleen","3C","control","3C-1",1.28,"CD4_KLRG1"
24,16,"Spleen","3C","control","3C-2",1.19,"CD4_KLRG1"
24,16,"Spleen","3C","control","3C-3",0.79,"CD4_KLRG1"
24,16,"Spleen","3C","control","3C-4",0.86,"CD4_KLRG1"
24,16,"Spleen","3C","control","3C-5",0.74,"CD4_KLRG1"
24,16,"Spleen","3D","infected","3D-1",1.21,"CD4_KLRG1"
24,16,"Spleen","3D","infected","3D-2",0.91,"CD4_KLRG1"
24,16,"Spleen","3D","infected","3D-3",0.96,"CD4_KLRG1"
24,16,"Spleen","3D","infected","3D-4",0.68,"CD4_KLRG1"
24,16,"Spleen","3D","infected","3D-5",1.02,"CD4_KLRG1"
24,16,"Blood","3C","control","3C-1",1.04,"CD4_KLRG1"
24,16,"Blood","3C","control","3C-2",1.01,"CD4_KLRG1"
24,16,"Blood","3C","control","3C-3",1.06,"CD4_KLRG1"
24,16,"Blood","3C","control","3C-4",1.2,"CD4_KLRG1"
24,16,"Blood","3C","control","3C-5",1.28,"CD4_KLRG1"
24,16,"Blood","3D","infected","3D-1",2.02,"CD4_KLRG1"
24,16,"Blood","3D","infected","3D-2",0.76,"CD4_KLRG1"
24,16,"Blood","3D","infected","3D-3",0.84,"CD4_KLRG1"
24,16,"Blood","3D","infected","3D-4",1.13,"CD4_KLRG1"
24,16,"Blood","3D","infected","3D-5",0.79,"CD4_KLRG1"
28,16,"Blood","4C","control","4C-1",1.6,"CD4_KLRG1"
28,16,"Blood","4C","control","4C-2",1.58,"CD4_KLRG1"
28,16,"Blood","4C","control","4C-3",1.86,"CD4_KLRG1"
28,16,"Blood","4C","control","4C-4",0.3,"CD4_KLRG1"
28,16,"Blood","4C","control","4C-5",0.49,"CD4_KLRG1"
28,16,"Blood","4D","infected","4D-1",0.35,"CD4_KLRG1"
28,16,"Blood","4D","infected","4D-2",0.44,"CD4_KLRG1"
28,16,"Blood","4D","infected","4D-3",0.54,"CD4_KLRG1"
28,16,"Blood","4D","infected","4D-4",0.45,"CD4_KLRG1"
28,16,"Blood","4D","infected","4D-5",0.55,"CD4_KLRG1"
32,16,"Salivary Gland","4C","control","4C-1",0.95,"CD4_KLRG1"
32,16,"Salivary Gland","4C","control","4C-2",0.36,"CD4_KLRG1"
32,16,"Salivary Gland","4C","control","4C-3",0.66,"CD4_KLRG1"
32,16,"Salivary Gland","4C","control","4C-4",0.41,"CD4_KLRG1"
32,16,"Salivary Gland","4C","control","4C-5",0.64,"CD4_KLRG1"
32,16,"Salivary Gland","4D","infected","4D-1",1.08,"CD4_KLRG1"
32,16,"Salivary Gland","4D","infected","4D-2",1.51,"CD4_KLRG1"
32,16,"Salivary Gland","4D","infected","4D-3",1.01,"CD4_KLRG1"
32,16,"Salivary Gland","4D","infected","4D-4",0.73,"CD4_KLRG1"
32,16,"Salivary Gland","4D","infected","4D-5",1.08,"CD4_KLRG1"
32,16,"Spleen","4C","control","4C-1",1.16,"CD4_KLRG1"
32,16,"Spleen","4C","control","4C-2",0.95,"CD4_KLRG1"
32,16,"Spleen","4C","control","4C-3",1.06,"CD4_KLRG1"
32,16,"Spleen","4C","control","4C-4",0.85,"CD4_KLRG1"
32,16,"Spleen","4C","control","4C-5",1.04,"CD4_KLRG1"
32,16,"Spleen","4D","infected","4D-1",1.22,"CD4_KLRG1"
32,16,"Spleen","4D","infected","4D-2",1.29,"CD4_KLRG1"
32,16,"Spleen","4D","infected","4D-3",1.44,"CD4_KLRG1"
32,16,"Spleen","4D","infected","4D-4",1.54,"CD4_KLRG1"
32,16,"Spleen","4D","infected","4D-5",1.59,"CD4_KLRG1"
32,16,"Blood","4C","control","4C-1",0.48,"CD4_KLRG1"
32,16,"Blood","4C","control","4C-2",0.67,"CD4_KLRG1"
32,16,"Blood","4C","control","4C-3",1,"CD4_KLRG1"
32,16,"Blood","4C","control","4C-4",0.61,"CD4_KLRG1"
32,16,"Blood","4C","control","4C-5",0.76,"CD4_KLRG1"
32,16,"Blood","4D","infected","4D-1",0.79,"CD4_KLRG1"
32,16,"Blood","4D","infected","4D-2",1.54,"CD4_KLRG1"
32,16,"Blood","4D","infected","4D-3",1.89,"CD4_KLRG1"
32,16,"Blood","4D","infected","4D-4",1.96,"CD4_KLRG1"
32,16,"Blood","4D","infected","4D-5",1.43,"CD4_KLRG1"
4,16,"Blood","3C","control","3C-1",28.1,"CD8"
4,16,"Blood","3C","control","3C-2",22.3,"CD8"
4,16,"Blood","3C","control","3C-3",24.3,"CD8"
4,16,"Blood","3C","control","3C-4",16.2,"CD8"
4,16,"Blood","3C","control","3C-5",21,"CD8"
4,16,"Blood","3D","infected","3D-1",20.3,"CD8"
4,16,"Blood","3D","infected","3D-2",26,"CD8"
4,16,"Blood","3D","infected","3D-3",20.4,"CD8"
4,16,"Blood","3D","infected","3D-4",21.8,"CD8"
4,16,"Blood","3D","infected","3D-5",21,"CD8"
4,16,"Blood","4C","control","4C-1",19.9,"CD8"
4,16,"Blood","4C","control","4C-2",22.7,"CD8"
4,16,"Blood","4C","control","4C-3",20.1,"CD8"
4,16,"Blood","4C","control","4C-4",17.8,"CD8"
4,16,"Blood","4C","control","4C-5",20,"CD8"
4,16,"Blood","4D","infected","4D-1",23.1,"CD8"
4,16,"Blood","4D","infected","4D-2",20.3,"CD8"
4,16,"Blood","4D","infected","4D-3",22.1,"CD8"
4,16,"Blood","4D","infected","4D-4",25.6,"CD8"
8,16,"Blood","3C","control","3C-1",31.6,"CD8"
8,16,"Blood","3C","control","3C-2",32.2,"CD8"
8,16,"Blood","3C","control","3C-3",31,"CD8"
8,16,"Blood","3C","control","3C-4",27,"CD8"
8,16,"Blood","3C","control","3C-5",27.9,"CD8"
8,16,"Blood","3D","infected","3D-1",23.1,"CD8"
8,16,"Blood","3D","infected","3D-2",30.4,"CD8"
8,16,"Blood","3D","infected","3D-3",25.9,"CD8"
8,16,"Blood","3D","infected","3D-4",27.3,"CD8"
8,16,"Blood","3D","infected","3D-5",32.3,"CD8"
8,16,"Blood","4C","control","4C-1",30.9,"CD8"
8,16,"Blood","4C","control","4C-2",32.8,"CD8"
8,16,"Blood","4C","control","4C-3",23.1,"CD8"
8,16,"Blood","4C","control","4C-4",24.5,"CD8"
8,16,"Blood","4C","control","4C-5",30.8,"CD8"
8,16,"Blood","4D","infected","4D-1",35.7,"CD8"
8,16,"Blood","4D","infected","4D-2",31.7,"CD8"
8,16,"Blood","4D","infected","4D-3",28.3,"CD8"
8,16,"Blood","4D","infected","4D-4",29.7,"CD8"
8,16,"Blood","4D","infected","4D-5",29.9,"CD8"
12,16,"Blood","3C","control","3C-1",22.3,"CD8"
12,16,"Blood","3C","control","3C-2",26.8,"CD8"
12,16,"Blood","3C","control","3C-3",28.1,"CD8"
12,16,"Blood","3C","control","3C-4",21.7,"CD8"
12,16,"Blood","3C","control","3C-5",26.9,"CD8"
12,16,"Blood","3D","infected","3D-1",24.4,"CD8"
12,16,"Blood","3D","infected","3D-2",25,"CD8"
12,16,"Blood","3D","infected","3D-3",25.1,"CD8"
12,16,"Blood","3D","infected","3D-4",27.6,"CD8"
12,16,"Blood","3D","infected","3D-5",25.7,"CD8"
12,16,"Blood","4C","control","4C-1",23.2,"CD8"
12,16,"Blood","4C","control","4C-2",30.6,"CD8"
12,16,"Blood","4C","control","4C-3",20,"CD8"
12,16,"Blood","4C","control","4C-4",26.2,"CD8"
12,16,"Blood","4C","control","4C-5",28.1,"CD8"
12,16,"Blood","4D","infected","4D-1",31.7,"CD8"
12,16,"Blood","4D","infected","4D-2",30.9,"CD8"
12,16,"Blood","4D","infected","4D-3",22.3,"CD8"
12,16,"Blood","4D","infected","4D-4",29.3,"CD8"
12,16,"Blood","4D","infected","4D-5",23.7,"CD8"
16,16,"Blood","3C","control","3C-1",22.7,"CD8"
16,16,"Blood","3C","control","3C-2",21.2,"CD8"
16,16,"Blood","3C","control","3C-3",27.3,"CD8"
16,16,"Blood","3C","control","3C-4",22.1,"CD8"
16,16,"Blood","3C","control","3C-5",26.4,"CD8"
16,16,"Blood","3D","infected","3D-1",27.3,"CD8"
16,16,"Blood","3D","infected","3D-2",26.1,"CD8"
16,16,"Blood","3D","infected","3D-3",24.7,"CD8"
16,16,"Blood","3D","infected","3D-4",28.4,"CD8"
16,16,"Blood","3D","infected","3D-5",25.8,"CD8"
16,16,"Blood","4C","control","4C-1",24.1,"CD8"
16,16,"Blood","4C","control","4C-2",28.5,"CD8"
16,16,"Blood","4C","control","4C-3",26.8,"CD8"
16,16,"Blood","4C","control","4C-4",22.1,"CD8"
16,16,"Blood","4C","control","4C-5",30,"CD8"
16,16,"Blood","4D","infected","4D-1",26.6,"CD8"
16,16,"Blood","4D","infected","4D-2",32.6,"CD8"
16,16,"Blood","4D","infected","4D-3",25.9,"CD8"
16,16,"Blood","4D","infected","4D-4",35,"CD8"
16,16,"Blood","4D","infected","4D-5",33.2,"CD8"
20,16,"Blood","3C","control","3C-1",20.9,"CD8"
20,16,"Blood","3C","control","3C-2",18.2,"CD8"
20,16,"Blood","3C","control","3C-3",26.4,"CD8"
20,16,"Blood","3C","control","3C-4",18.8,"CD8"
20,16,"Blood","3C","control","3C-5",19.8,"CD8"
20,16,"Blood","3D","infected","3D-1",22.4,"CD8"
20,16,"Blood","3D","infected","3D-2",23.3,"CD8"
20,16,"Blood","3D","infected","3D-3",22.2,"CD8"
20,16,"Blood","3D","infected","3D-4",25.2,"CD8"
20,16,"Blood","3D","infected","3D-5",23.8,"CD8"
20,16,"Blood","4C","control","4C-1",21.7,"CD8"
20,16,"Blood","4C","control","4C-2",20.8,"CD8"
20,16,"Blood","4C","control","4C-3",19.7,"CD8"
20,16,"Blood","4C","control","4C-4",22.1,"CD8"
20,16,"Blood","4C","control","4C-5",22.6,"CD8"
20,16,"Blood","4D","infected","4D-1",28,"CD8"
20,16,"Blood","4D","infected","4D-2",26.6,"CD8"
20,16,"Blood","4D","infected","4D-3",23.9,"CD8"
20,16,"Blood","4D","infected","4D-4",24.9,"CD8"
20,16,"Blood","4D","infected","4D-5",27.8,"CD8"
24,16,"Salivary Gland","3C","control","3C-1",27.6,"CD8"
24,16,"Salivary Gland","3C","control","3C-2",22.8,"CD8"
24,16,"Salivary Gland","3C","control","3C-3",21.8,"CD8"
24,16,"Salivary Gland","3C","control","3C-4",24.3,"CD8"
24,16,"Salivary Gland","3C","control","3C-5",27.2,"CD8"
24,16,"Salivary Gland","3D","infected","3D-1",27.7,"CD8"
